         558350302 function calls (558344634 primitive calls) in 475.387 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:129(PoolManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:372(ProxyManager)
        2    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       11    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        1    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
       11    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        5    0.000    0.000    0.000    0.000 posixpath.py:75(join)
        4    0.000    0.000    0.000    0.000 pyopenssl.py:103(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:262(WrappedSocket)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:410(PyOpenSSLContext)
        1    0.000    0.000    0.648    0.648 pyopenssl.py:43(<module>)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:55(UnsupportedExtension)
        2    0.000    0.000    0.015    0.007 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:10(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 quota.py:4(<module>)
        1    0.000    0.000    0.000    0.000 quota.py:8(RetryQuota)
        1    0.000    0.000    0.000    0.000 range.py:131(_simple_new)
       14    0.000    0.000    0.000    0.000 range.py:675(__len__)
        1    0.000    0.000    0.000    0.000 range.py:83(__new__)
       72    0.000    0.000    0.075    0.001 re.py:232(compile)
        5    0.000    0.000    0.000    0.000 re.py:252(escape)
       72    0.002    0.000    0.075    0.001 re.py:271(_compile)
        1    0.000    0.000    0.000    0.000 regions.py:18(<module>)
        1    0.000    0.000    0.000    0.000 regions.py:29(BaseEndpointResolver)
        1    0.000    0.000    0.000    0.000 regions.py:88(EndpointResolver)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:10(ReadOnlyError)
        1    0.000    0.000    0.000    0.000 registry.py:14(ReadOnlyRegistry)
        1    0.000    0.000    0.000    0.000 registry.py:22(__init__)
        2    0.000    0.000    0.003    0.002 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 request.py:1020(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1031(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1196(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1214(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1226(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1344(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1353(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1368(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1386(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1444(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1612(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1665(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2363(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.006    0.006 request.py:68(<module>)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.002    0.002 request.py:940(AbstractBasicAuthHandler)
        2    0.000    0.000    0.001    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:121(MultiDecoder)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.005    0.005 response.py:15(<module>)
        1    0.000    0.000    0.000    0.000 response.py:155(HTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:29(StreamingBody)
        1    0.000    0.000    0.000    0.000 response.py:32(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:64(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.001    0.001 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 response.py:71(GzipDecoder)
        1    0.000    0.000    0.000    0.000 restdoc.py:106(DocumentStructure)
        1    0.000    0.000    0.012    0.012 restdoc.py:13(<module>)
        1    0.000    0.000    0.000    0.000 restdoc.py:22(ReSTDocument)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:161(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 retry.py:29(Retry)
        1    0.000    0.000    0.000    0.000 retryhandler.py:15(<module>)
        1    0.000    0.000    0.000    0.000 retryhandler.py:158(RetryHandler)
        1    0.000    0.000    0.000    0.000 retryhandler.py:190(BaseChecker)
        1    0.000    0.000    0.000    0.000 retryhandler.py:234(MaxAttemptsDecorator)
        1    0.000    0.000    0.000    0.000 retryhandler.py:280(HTTPStatusCodeChecker)
        1    0.000    0.000    0.000    0.000 retryhandler.py:294(ServiceErrorCodeChecker)
        1    0.000    0.000    0.000    0.000 retryhandler.py:310(MultiChecker)
        1    0.000    0.000    0.000    0.000 retryhandler.py:323(CRC32Checker)
        1    0.000    0.000    0.000    0.000 retryhandler.py:345(ExceptionRaiser)
        1    0.000    0.000    0.000    0.000 rsa.py:21(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 rsa.py:268(RSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 rsa.py:275(_RSASignatureContext)
        1    0.000    0.000    0.000    0.000 rsa.py:302(_RSAVerificationContext)
        1    0.000    0.000    0.000    0.000 rsa.py:332(_RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 rsa.py:338(RSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 rsa.py:421(_RSAPublicKey)
        2    0.000    0.000    0.039    0.020 rsa.py:5(<module>)
        1    0.000    0.000    0.000    0.000 rsa.py:54(RSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 rsa.py:69(RSAPublicKey)
        1    0.000    0.000    0.000    0.000 scrypt.py:23(Scrypt)
        1    0.000    0.000    0.000    0.000 scrypt.py:5(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:18(<module>)
        1    0.000    0.000    0.000    0.000 serialize.py:195(QuerySerializer)
        1    0.000    0.000    0.000    0.000 serialize.py:301(EC2Serializer)
        1    0.000    0.000    0.000    0.000 serialize.py:331(JSONSerializer)
        1    0.000    0.000    0.001    0.001 serialize.py:39(<module>)
        1    0.000    0.000    0.000    0.000 serialize.py:410(BaseRestSerializer)
        1    0.000    0.000    0.000    0.000 serialize.py:594(RestJSONSerializer)
        1    0.000    0.000    0.000    0.000 serialize.py:602(RestXMLSerializer)
        1    0.000    0.000    0.000    0.000 serialize.py:72(Serializer)
      3/2    0.000    0.000    0.110    0.055 series.py:183(__init__)
        1    0.000    0.000    0.108    0.108 series.py:313(_init_dict)
        1    0.000    0.000    0.000    0.000 series.py:359(_constructor)
        3    0.000    0.000    0.094    0.031 series.py:376(_set_axis)
        1    0.000    0.000    0.001    0.001 series.py:3857(_reduce)
        1    0.000    0.000    0.014    0.014 series.py:4027(reindex)
        3    0.000    0.000    0.000    0.000 series.py:403(_set_subtyp)
        2    0.000    0.000    0.000    0.000 series.py:414(dtype)
        5    0.000    0.000    0.000    0.000 series.py:428(name)
        4    0.000    0.000    0.000    0.000 series.py:432(name)
        1    0.000    0.000    0.000    0.000 series.py:438(values)
        1    0.000    0.000    0.001    0.001 series.py:4400(isna)
        4    0.000    0.000    0.000    0.000 series.py:480(_values)
        1    0.000    0.000    0.024    0.024 service.py:13(<module>)
        1    0.000    0.000    0.000    0.000 service.py:22(ServiceDocumenter)
        1    0.000    0.000    1.371    1.371 session.py:17(<module>)
        1    0.000    0.000    0.000    0.000 session.py:60(Session)
        1    0.000    0.000    0.000    0.000 session.py:915(ComponentLocator)
        1    0.000    0.000    0.000    0.000 session.py:949(SessionVarDict)
        1    0.000    0.000    0.000    0.000 session.py:994(SubsetChainConfigFactory)
        1    0.000    0.000    0.000    0.000 shape.py:19(<module>)
        1    0.000    0.000    0.000    0.000 shape.py:22(ShapeDocumenter)
        1    0.000    0.000    0.000    0.000 sharedexample.py:13(<module>)
        1    0.000    0.000    0.000    0.000 sharedexample.py:20(SharedExampleDocumenter)
        1    0.000    0.000    0.000    0.000 sheet.py:2095(MSODrawing)
        1    0.000    0.000    0.000    0.000 sheet.py:2099(MSObj)
        1    0.000    0.000    0.000    0.000 sheet.py:2103(MSTxo)
        1    0.000    0.000    0.000    0.000 sheet.py:2107(Note)
        1    0.000    0.000    0.000    0.000 sheet.py:2142(Hyperlink)
        1    0.000    0.000    0.000    0.000 sheet.py:2235(Cell)
        1    0.000    0.000    0.000    0.000 sheet.py:2303(__init__)
        1    0.000    0.000    0.000    0.000 sheet.py:2319(Colinfo)
        1    0.000    0.000    0.000    0.000 sheet.py:2381(Rowinfo)
       40    0.001    0.000    0.002    0.000 sheet.py:319(__init__)
    65536    0.045    0.000    0.045    0.000 sheet.py:483(row_types)
    65536    0.054    0.000    0.054    0.000 sheet.py:491(row_values)
        1    0.000    0.000    0.000    0.000 sheet.py:50(Sheet)
       40    0.000    0.000    0.000    0.000 sheet.py:576(tidy_dimensions)
        1    0.000    0.000    0.001    0.001 sheet.py:6(<module>)
 16530154   25.446    0.000   26.719    0.000 sheet.py:696(put_cell_unragged)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.001    0.001 signers.py:13(<module>)
        1    0.000    0.000    0.000    0.000 signers.py:279(CloudFrontSigner)
        1    0.000    0.000    0.000    0.000 signers.py:28(RequestSigner)
        1    0.000    0.000    0.000    0.000 signers.py:460(S3PostPresigner)
        1    0.001    0.001    0.002    0.002 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:102(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       44    0.000    0.000    0.000    0.000 six.py:103(__init__)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
        4    0.000    0.000    0.151    0.038 six.py:112(_resolve)
        4    0.000    0.000    0.010    0.002 six.py:114(_resolve)
        1    0.000    0.000    0.151    0.151 six.py:115(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:122(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:123(__init__)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:136(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:137(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:155(_resolve)
        4    0.000    0.000    0.009    0.002 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:160(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:169(__init__)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       51    0.000    0.000    0.000    0.000 six.py:173(_add_module)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:177(_get_module)
        8    0.000    0.000    0.000    0.000 six.py:180(find_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       32    0.000    0.000    0.000    0.000 six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 six.py:185(__get_module)
        8    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:191(load_module)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        4    0.000    0.000    0.151    0.038 six.py:205(is_package)
        4    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.001    0.001    0.002    0.002 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:227(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:371(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:394(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:449(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 six.py:473(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:496(Module_six_moves_urllib)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
       15    0.000    0.000    0.170    0.011 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
       66    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
       66    0.001    0.000    0.004    0.000 six.py:866(wrapper)
      132    0.000    0.000    0.000    0.000 six.py:87(__init__)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.000    0.000 six.py:90(__get__)
        8    0.000    0.000    0.019    0.002 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:416(close)
        1    0.000    0.000    0.005    0.005 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
      307    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      308    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      309    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      310    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.698    0.698 spec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spec.py:1147(AbstractBufferedFile)
        1    0.000    0.000    0.000    0.000 spec.py:21(_Cached)
        2    0.000    0.000    0.000    0.000 spec.py:38(__init__)
        1    0.000    0.000    0.000    0.000 spec.py:85(AbstractFileSystem)
        1    0.000    0.000    0.000    0.000 special.py:18(RetryIDPCommunicationError)
        1    0.000    0.000    0.000    0.000 special.py:30(RetryDDBChecksumError)
        1    0.000    0.000    0.001    0.001 special.py:7(<module>)
      350    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      350    0.005    0.000    0.008    0.000 sre_compile.py:276(_optimize_charset)
      192    0.001    0.000    0.002    0.000 sre_compile.py:411(_mk_bitmap)
      192    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      436    0.001    0.000    0.001    0.000 sre_compile.py:423(_simple)
       23    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      126    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    83/66    0.000    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
       43    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       68    0.001    0.000    0.005    0.000 sre_compile.py:536(_compile_info)
      136    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       68    0.000    0.000    0.026    0.000 sre_compile.py:598(_code)
       78    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   729/68    0.007    0.000    0.020    0.000 sre_compile.py:71(_compile)
       68    0.001    0.000    0.072    0.001 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
      900    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     1980    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
       18    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
     5397    0.004    0.000    0.006    0.000 sre_parse.py:164(__getitem__)
      475    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1219    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
  773/123    0.003    0.000    0.004    0.000 sre_parse.py:174(getwidth)
       68    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
     6922    0.005    0.000    0.005    0.000 sre_parse.py:233(__next)
     3287    0.002    0.000    0.003    0.000 sre_parse.py:249(match)
     5027    0.003    0.000    0.007    0.000 sre_parse.py:254(get)
        8    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       12    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1280    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
       77    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      105    0.000    0.000    0.001    0.000 sre_parse.py:343(_escape)
      319    0.001    0.000    0.001    0.000 sre_parse.py:408(_uniq)
   297/68    0.002    0.000    0.043    0.001 sre_parse.py:411(_parse_sub)
   403/78    0.017    0.000    0.042    0.001 sre_parse.py:469(_parse)
       68    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      245    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       52    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       68    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
       68    0.001    0.000    0.044    0.001 sre_parse.py:913(parse)
       52    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 ssh.py:5(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:383(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:642(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:801(SSLSocket)
        1    0.000    0.000    0.038    0.038 ssl.py:91(<module>)
        1    0.000    0.000    0.040    0.040 ssl_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 standard.py:145(RetryContext)
        1    0.000    0.000    0.000    0.000 standard.py:221(RetryPolicy)
        1    0.000    0.000    0.000    0.000 standard.py:233(ExponentialBackoff)
        1    0.000    0.000    0.002    0.002 standard.py:25(<module>)
        1    0.000    0.000    0.000    0.000 standard.py:263(MaxAttemptsChecker)
        1    0.000    0.000    0.000    0.000 standard.py:275(TransientRetryableChecker)
        1    0.000    0.000    0.000    0.000 standard.py:313(ThrottledRetryableChecker)
        1    0.000    0.000    0.000    0.000 standard.py:344(ModeledRetryableChecker)
        1    0.000    0.000    0.000    0.000 standard.py:357(ModeledRetryErrorDetector)
        1    0.000    0.000    0.000    0.000 standard.py:394(ThrottlingErrorDetector)
        1    0.000    0.000    0.000    0.000 standard.py:409(StandardRetryConditions)
        1    0.000    0.000    0.000    0.000 standard.py:437(OrRetryChecker)
        1    0.000    0.000    0.000    0.000 standard.py:445(RetryQuotaChecker)
        1    0.000    0.000    0.000    0.000 standard.py:64(RetryHandler)
        1    0.000    0.000    0.000    0.000 standard.py:96(RetryEventAdapter)
        1    0.000    0.000    0.000    0.000 style.py:14(<module>)
        1    0.000    0.000    0.000    0.000 style.py:19(BaseStyle)
        1    0.000    0.000    0.000    0.000 style.py:67(ReSTStyle)
        1    0.000    0.000  248.653  248.653 task1.py:27(get_dataframe)
        1    0.000    0.000    0.000    0.000 task1.py:4(__init__)
        1    0.000    0.000  475.387  475.387 task1.py:47(create_dfs)
        1    0.000    0.000  226.734  226.734 task1.py:8(get_sheet_names)
        1    0.000    0.000  475.387  475.387 task1.py:83(main)
        5    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 throttling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 throttling.py:6(CubicCalculator)
        1    0.000    0.000    0.000    0.000 timemachine.py:10(<module>)
  2060688    0.452    0.000    0.452    0.000 timemachine.py:19(<lambda>)
    24030    0.003    0.000    0.003    0.000 timemachine.py:32(<lambda>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
        1    0.000    0.000    0.000    0.000 transaction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transaction.py:1(Transaction)
        1    0.000    0.000    0.000    0.000 transaction.py:44(FileActor)
        1    0.000    0.000    0.000    0.000 transaction.py:62(DaskTransaction)
        1    0.000    0.000    0.000    0.000 translate.py:14(<module>)
       47    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 types.py:21(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:113(_type_check)
        1    0.000    0.000    0.000    0.000 typing.py:165(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:248(inner)
        3    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
        2    0.000    0.000    0.000    0.000 typing.py:322(__hash__)
        7    0.000    0.000    0.000    0.000 typing.py:590(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:603(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:613(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:633(copy_with)
        2    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
        2    0.000    0.000    0.000    0.000 typing.py:664(__hash__)
        7    0.000    0.000    0.000    0.000 typing.py:704(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:710(__instancecheck__)
        1    0.000    0.000    0.000    0.000 typing.py:713(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 typing.py:744(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:760(__getitem_inner__)
        4    0.000    0.000    0.000    0.000 typing.py:772(<genexpr>)
        1    0.000    0.000    0.039    0.039 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        1    0.000    0.000    0.000    0.000 util.py:20(<module>)
       21    0.000    0.000    0.000    0.000 util.py:32(implements)
       21    0.000    0.000    0.000    0.000 util.py:33(decorator)
        9    0.000    0.000    0.000    0.000 util.py:39(_deprecate_api)
       33    0.001    0.000    0.002    0.000 util.py:48(_deprecate_class)
       33    0.000    0.000    0.000    0.000 util.py:53(_DeprecatedMeta)
        2    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:100(AutoPopulatedParam)
       16    0.000    0.000    0.000    0.000 utils.py:101(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1122(instance_cache)
        1    0.000    0.000    0.000    0.000 utils.py:123(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 utils.py:1232(S3RegionRedirector)
        2    0.000    0.000    0.764    0.382 utils.py:13(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:130(_ModuleWithDeprecations)
        1    0.000    0.000    0.000    0.000 utils.py:131(HideParamFromOperations)
        1    0.000    0.000    0.000    0.000 utils.py:138(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1392(InvalidArnException)
        1    0.000    0.000    0.000    0.000 utils.py:1396(ArnParser)
        1    0.000    0.000    0.002    0.002 utils.py:1413(S3ArnParamHandler)
        1    0.000    0.000    0.000    0.000 utils.py:1500(S3EndpointSetter)
        1    0.000    0.000    0.000    0.000 utils.py:16(CryptographyDeprecationWarning)
        7    0.000    0.000    0.000    0.000 utils.py:162(cached_property)
        1    0.000    0.000    0.000    0.000 utils.py:169(AppendParamDocumentation)
        1    0.000    0.000    0.000    0.000 utils.py:171(<listcomp>)
        4    0.000    0.000    0.000    0.000 utils.py:171(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1723(S3ControlEndpointSetter)
        1    0.000    0.000    0.000    0.000 utils.py:1920(S3ControlArnParamHandler)
        1    0.000    0.000    0.000    0.000 utils.py:2043(ContainerMetadataFetcher)
        1    0.000    0.000    0.000    0.000 utils.py:2223(FileWebIdentityTokenLoader)
        1    0.000    0.000    0.000    0.000 utils.py:2233(SSOTokenLoader)
        1    0.000    0.000    0.000    0.000 utils.py:24(ParamKwargsHelper)
        1    0.000    0.000    0.000    0.000 utils.py:29(Prehashed)
        1    0.000    0.000    0.000    0.000 utils.py:294(_RetriesExceededError)
        1    0.000    0.000    0.000    0.000 utils.py:299(BadIMDSRequestError)
        1    0.000    0.000    0.000    0.000 utils.py:304(IMDSFetcher)
      117    0.000    0.000    0.000    0.000 utils.py:41(read_only_property)
      185    0.000    0.000    0.000    0.000 utils.py:42(<lambda>)
      164    0.000    0.000    0.000    0.000 utils.py:45(register_interface)
      164    0.001    0.000    0.029    0.000 utils.py:46(register_decorator)
